v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
-0.4285668,-0.5050271,-0.3064987,-0.1123683,-0.0007092,-0.0291612,-0.0571432,-0.1435884,-0.0913341,-0.0799894,0.0
-0.5050271,-0.3064987,-0.1123683,-0.0007092,-0.0291612,-0.0571432,-0.1435884,-0.0913341,-0.0799894,0.0492933,0.0
-0.3064987,-0.1123683,-0.0007092,-0.0291612,-0.0571432,-0.1435884,-0.0913341,-0.0799894,0.0492933,0.1748477,0.0
-0.1123683,-0.0007092,-0.0291612,-0.0571432,-0.1435884,-0.0913341,-0.0799894,0.0492933,0.1748477,0.1123633,0.0
-0.0007092,-0.0291612,-0.0571432,-0.1435884,-0.0913341,-0.0799894,0.0492933,0.1748477,0.1123633,0.1091853,0.0
-0.0291612,-0.0571432,-0.1435884,-0.0913341,-0.0799894,0.0492933,0.1748477,0.1123633,0.1091853,0.0665774,0.0
-0.0571432,-0.1435884,-0.0913341,-0.0799894,0.0492933,0.1748477,0.1123633,0.1091853,0.0665774,0.2000395,0.0
-0.1435884,-0.0913341,-0.0799894,0.0492933,0.1748477,0.1123633,0.1091853,0.0665774,0.2000395,0.1357134,0.0
-0.0913341,-0.0799894,0.0492933,0.1748477,0.1123633,0.1091853,0.0665774,0.2000395,0.1357134,0.1407607,0.0
-0.0799894,0.0492933,0.1748477,0.1123633,0.1091853,0.0665774,0.2000395,0.1357134,0.1407607,0.3697018,0.0
0.0492933,0.1748477,0.1123633,0.1091853,0.0665774,0.2000395,0.1357134,0.1407607,0.3697018,0.5726014,0.0
0.1748477,0.1123633,0.1091853,0.0665774,0.2000395,0.1357134,0.1407607,0.3697018,0.5726014,0.5255046,0.0
0.1123633,0.1091853,0.0665774,0.2000395,0.1357134,0.1407607,0.3697018,0.5726014,0.5255046,0.3730881,0.0
0.1091853,0.0665774,0.2000395,0.1357134,0.1407607,0.3697018,0.5726014,0.5255046,0.3730881,0.4090107,0.0
0.0665774,0.2000395,0.1357134,0.1407607,0.3697018,0.5726014,0.5255046,0.3730881,0.4090107,0.2583536,0.0
0.2000395,0.1357134,0.1407607,0.3697018,0.5726014,0.5255046,0.3730881,0.4090107,0.2583536,0.2969379,0.0
0.1357134,0.1407607,0.3697018,0.5726014,0.5255046,0.3730881,0.4090107,0.2583536,0.2969379,0.1295317,0.0
0.1407607,0.3697018,0.5726014,0.5255046,0.3730881,0.4090107,0.2583536,0.2969379,0.1295317,0.0730053,0.0
0.3697018,0.5726014,0.5255046,0.3730881,0.4090107,0.2583536,0.2969379,0.1295317,0.0730053,0.0080387,0.0
0.5726014,0.5255046,0.3730881,0.4090107,0.2583536,0.2969379,0.1295317,0.0730053,0.0080387,-0.2125716,0.0
0.5255046,0.3730881,0.4090107,0.2583536,0.2969379,0.1295317,0.0730053,0.0080387,-0.2125716,-0.2722761,0.0
0.3730881,0.4090107,0.2583536,0.2969379,0.1295317,0.0730053,0.0080387,-0.2125716,-0.2722761,-0.2031495,0.0
0.4090107,0.2583536,0.2969379,0.1295317,0.0730053,0.0080387,-0.2125716,-0.2722761,-0.2031495,-0.019206,0.0
0.2583536,0.2969379,0.1295317,0.0730053,0.0080387,-0.2125716,-0.2722761,-0.2031495,-0.019206,-0.0650336,0.0
0.2969379,0.1295317,0.0730053,0.0080387,-0.2125716,-0.2722761,-0.2031495,-0.019206,-0.0650336,-0.0804608,0.0
0.1295317,0.0730053,0.0080387,-0.2125716,-0.2722761,-0.2031495,-0.019206,-0.0650336,-0.0804608,-0.1173032,0.0
0.0730053,0.0080387,-0.2125716,-0.2722761,-0.2031495,-0.019206,-0.0650336,-0.0804608,-0.1173032,-0.0851476,0.0
0.0080387,-0.2125716,-0.2722761,-0.2031495,-0.019206,-0.0650336,-0.0804608,-0.1173032,-0.0851476,0.0829273,0.0
-0.2125716,-0.2722761,-0.2031495,-0.019206,-0.0650336,-0.0804608,-0.1173032,-0.0851476,0.0829273,0.2562507,0.0
-0.2722761,-0.2031495,-0.019206,-0.0650336,-0.0804608,-0.1173032,-0.0851476,0.0829273,0.2562507,0.338451,0.0
-0.2031495,-0.019206,-0.0650336,-0.0804608,-0.1173032,-0.0851476,0.0829273,0.2562507,0.338451,0.2718309,0.0
-0.019206,-0.0650336,-0.0804608,-0.1173032,-0.0851476,0.0829273,0.2562507,0.338451,0.2718309,0.3240574,0.0
-0.0650336,-0.0804608,-0.1173032,-0.0851476,0.0829273,0.2562507,0.338451,0.2718309,0.3240574,0.2956374,0.0
-0.0804608,-0.1173032,-0.0851476,0.0829273,0.2562507,0.338451,0.2718309,0.3240574,0.2956374,0.2873125,0.0
